"","sampleId","taxonomyId","scientificName","levelId","levelName","otuName","splitCount"
"67",108304,285,"Rhithrogena",23,"Genus","Rhithrogena",20
"68",108304,415,"Kathroperla",23,"Genus","Kathroperla",1
"69",108304,443,"Yoraperla",23,"Genus","Yoraperla",2
"70",108304,450,"Doroneuria",23,"Genus","Doroneuria",3
"71",108304,464,"Megarcys",23,"Genus","Megarcys",1
"72",108304,484,"Micrasema",23,"Genus","Micrasema",1
"73",108304,491,"Glossosoma",23,"Genus","Glossosoma",8
"74",108304,496,"Arctopsyche",23,"Genus","Arctopsyche",2
"75",108304,502,"Parapsyche",23,"Genus","Parapsyche",1
"76",108304,549,"Neophylax",23,"Genus","Neophylax",3
"77",108304,837,"Calineuria californica",25,"Species","Calineuria",1
"78",108304,1073,"Ampumixis dispar",25,"Species","Ampumixis",3
"79",108323,58,"Trombidiformes",13,"Order","Arachnida",2
"80",108323,135,"Optioservus",23,"Genus","Optioservus",1
"81",108323,182,"Chironominae",20,"SubFamily","Chironominae",22
"82",108323,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",21
"83",108323,223,"Simulium",23,"Genus","Simulium",27
"84",108323,237,"Dicranota",23,"Genus","Dicranota",1
"85",108323,250,"Baetis",23,"Genus","Baetis",37
"86",108323,267,"Drunella doddsii",25,"Species","Drunella  doddsii",8
"87",108323,271,"Serratella",23,"Genus","Serratella",3
"88",108323,279,"Cinygmula",23,"Genus","Cinygmula",3
"89",108323,285,"Rhithrogena",23,"Genus","Rhithrogena",2
"90",108323,438,"Visoka",23,"Genus","Visoka",2
"91",108323,464,"Megarcys",23,"Genus","Megarcys",1
"92",108323,491,"Glossosoma",23,"Genus","Glossosoma",61
"93",108323,496,"Arctopsyche",23,"Genus","Arctopsyche",8
"94",108323,837,"Calineuria californica",25,"Species","Calineuria",2
"95",108323,1073,"Ampumixis dispar",25,"Species","Ampumixis",2
"96",108323,1180,"Drunella coloradensis/flavilinea",30,"Species group","Drunella  coloradensis  flavilinea",1
"97",108366,58,"Trombidiformes",13,"Order","Arachnida",1
"98",108366,182,"Chironominae",20,"SubFamily","Chironominae",3
"99",108366,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",10
"100",108366,201,"Chelifera",23,"Genus","Chelifera",2
"101",108366,202,"Clinocera",23,"Genus","Clinocera",1
"102",108366,222,"Prosimulium",23,"Genus","Prosimulium",1
"103",108366,223,"Simulium",23,"Genus","Simulium",2
"104",108366,250,"Baetis",23,"Genus","Baetis",50
"105",108366,279,"Cinygmula",23,"Genus","Cinygmula",14
"106",108366,282,"Ironodes",23,"Genus","Ironodes",7
"107",108366,285,"Rhithrogena",23,"Genus","Rhithrogena",60
"108",108366,303,"Ameletus",23,"Genus","Ameletus",1
"109",108366,415,"Kathroperla",23,"Genus","Kathroperla",1
"110",108366,419,"Sweltsa",23,"Genus","Sweltsa",5
"111",108366,438,"Visoka",23,"Genus","Visoka",12
"112",108366,450,"Doroneuria",23,"Genus","Doroneuria",2
"113",108366,462,"Isoperla",23,"Genus","Isoperla",4
"114",108366,464,"Megarcys",23,"Genus","Megarcys",2
"115",108366,484,"Micrasema",23,"Genus","Micrasema",4
"116",108366,567,"Dolophilodes",23,"Genus","Dolophilodes",3
"117",108366,836,"Drunella spinifera",25,"Species","Drunella  grandis  spinifera",1
"118",108366,837,"Calineuria californica",25,"Species","Calineuria",2
"119",108366,908,"Probezzia",23,"Genus","Ceratopogoninae",1
"120",108369,58,"Trombidiformes",13,"Order","Arachnida",3
"121",108369,128,"Heterlimnius",23,"Genus","Heterlimnius",2
"122",108369,135,"Optioservus",23,"Genus","Optioservus",1
"123",108369,144,"Zaitzevia",23,"Genus","Zaitzevia",2
"124",108369,182,"Chironominae",20,"SubFamily","Chironominae",8
"125",108369,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",9
"126",108369,187,"Tanypodinae",20,"SubFamily","Tanypodinae",1
"127",108369,215,"Maruina",23,"Genus","Psychodidae",7
"128",108369,223,"Simulium",23,"Genus","Simulium",19
"129",108369,241,"Hexatoma",23,"Genus","Hexatoma",1
"130",108369,250,"Baetis",23,"Genus","Baetis",98
"131",108369,285,"Rhithrogena",23,"Genus","Rhithrogena",4
"132",108369,464,"Megarcys",23,"Genus","Megarcys",1
"133",108369,484,"Micrasema",23,"Genus","Micrasema",5
"134",108369,488,"Agapetus",23,"Genus","Agapetus",1
"135",108369,491,"Glossosoma",23,"Genus","Glossosoma",25
"136",108369,496,"Arctopsyche",23,"Genus","Arctopsyche",7
"137",108369,837,"Calineuria californica",25,"Species","Calineuria",1
"138",108369,1199,"Amiocentrus aspilus",25,"Species","Amiocentrus",1
"139",109370,128,"Heterlimnius",23,"Genus","Heterlimnius",1
"140",109370,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",44
"141",109370,202,"Clinocera",23,"Genus","Clinocera",1
"142",109370,250,"Baetis",23,"Genus","Baetis",112
"143",109370,267,"Drunella doddsii",25,"Species","Drunella  doddsii",5
"144",109370,279,"Cinygmula",23,"Genus","Cinygmula",8
"145",109370,285,"Rhithrogena",23,"Genus","Rhithrogena",27
"146",109370,303,"Ameletus",23,"Genus","Ameletus",2
"147",109370,419,"Sweltsa",23,"Genus","Sweltsa",2
"148",109370,431,"Malenka",23,"Genus","Malenka",10
"149",109370,443,"Yoraperla",23,"Genus","Yoraperla",1
"150",109370,502,"Parapsyche",23,"Genus","Parapsyche",1
"151",109370,519,"Lepidostoma",23,"Genus","Lepidostoma",4
"152",109370,538,"Ecclisomyia",23,"Genus","Ecclisomyia",3
"153",109845,58,"Trombidiformes",13,"Order","Arachnida",9
"154",109845,128,"Heterlimnius",23,"Genus","Heterlimnius",24
"155",109845,133,"Narpus",23,"Genus","Narpus",1
"156",109845,135,"Optioservus",23,"Genus","Optioservus",19
"157",109845,144,"Zaitzevia",23,"Genus","Zaitzevia",4
"158",109845,182,"Chironominae",20,"SubFamily","Chironominae",35
"159",109845,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",112
"160",109845,187,"Tanypodinae",20,"SubFamily","Tanypodinae",1
"161",109845,201,"Chelifera",23,"Genus","Chelifera",2
"162",109845,223,"Simulium",23,"Genus","Simulium",3
"163",109845,237,"Dicranota",23,"Genus","Dicranota",3
"164",109845,241,"Hexatoma",23,"Genus","Hexatoma",8
"165",109845,250,"Baetis",23,"Genus","Baetis",41
"166",109845,418,"Suwallia",23,"Genus","Suwallia",5
"167",109845,419,"Sweltsa",23,"Genus","Sweltsa",2
"168",109845,431,"Malenka",23,"Genus","Malenka",1
"169",109845,484,"Micrasema",23,"Genus","Micrasema",2
"170",109845,491,"Glossosoma",23,"Genus","Glossosoma",1
"171",109845,519,"Lepidostoma",23,"Genus","Lepidostoma",2
"172",109845,636,"Juga",23,"Genus","Juga",1
"173",109845,837,"Calineuria californica",25,"Species","Calineuria",16
"174",109845,838,"Hesperoperla pacifica",25,"Species","Hesperoperla  pacifica",3
"175",109845,1031,"Timpanoga hecuba",25,"Species","Timpanoga",5
"176",109907,58,"Trombidiformes",13,"Order","Arachnida",5
"177",109907,128,"Heterlimnius",23,"Genus","Heterlimnius",22
"178",109907,130,"Lara",23,"Genus","Lara",1
"179",109907,133,"Narpus",23,"Genus","Narpus",1
"180",109907,144,"Zaitzevia",23,"Genus","Zaitzevia",4
"181",109907,182,"Chironominae",20,"SubFamily","Chironominae",13
"182",109907,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",42
"183",109907,198,"Dixa",23,"Genus","Dixa",1
"184",109907,223,"Simulium",23,"Genus","Simulium",3
"185",109907,237,"Dicranota",23,"Genus","Dicranota",3
"186",109907,250,"Baetis",23,"Genus","Baetis",44
"187",109907,279,"Cinygmula",23,"Genus","Cinygmula",11
"188",109907,282,"Ironodes",23,"Genus","Ironodes",5
"189",109907,283,"Leucrocuta",23,"Genus","Leucrocuta",1
"190",109907,285,"Rhithrogena",23,"Genus","Rhithrogena",13
"191",109907,303,"Ameletus",23,"Genus","Ameletus",1
"192",109907,431,"Malenka",23,"Genus","Malenka",5
"193",109907,441,"Soliperla",23,"Genus","Soliperla",2
"194",109907,443,"Yoraperla",23,"Genus","Yoraperla",1
"195",109907,484,"Micrasema",23,"Genus","Micrasema",1
"196",109907,491,"Glossosoma",23,"Genus","Glossosoma",57
"197",109907,499,"Hydropsyche",23,"Genus","Hydropsyche",7
"198",109907,519,"Lepidostoma",23,"Genus","Lepidostoma",1
"199",109907,568,"Wormaldia",23,"Genus","Wormaldia",18
"200",109907,636,"Juga",23,"Genus","Juga",9
"201",109907,837,"Calineuria californica",25,"Species","Calineuria",3
"202",109907,838,"Hesperoperla pacifica",25,"Species","Hesperoperla  pacifica",22
"203",109907,1073,"Ampumixis dispar",25,"Species","Ampumixis",3
"204",109907,1199,"Amiocentrus aspilus",25,"Species","Amiocentrus",1
"205",109909,58,"Trombidiformes",13,"Order","Arachnida",11
"206",109909,128,"Heterlimnius",23,"Genus","Heterlimnius",11
"207",109909,182,"Chironominae",20,"SubFamily","Chironominae",7
"208",109909,222,"Prosimulium",23,"Genus","Prosimulium",1
"209",109909,223,"Simulium",23,"Genus","Simulium",6
"210",109909,237,"Dicranota",23,"Genus","Dicranota",1
"211",109909,250,"Baetis",23,"Genus","Baetis",24
"212",109909,267,"Drunella doddsii",25,"Species","Drunella  doddsii",11
"213",109909,279,"Cinygmula",23,"Genus","Cinygmula",15
"214",109909,282,"Ironodes",23,"Genus","Ironodes",7
"215",109909,292,"Paraleptophlebia",23,"Genus","Paraleptophlebia",8
"216",109909,415,"Kathroperla",23,"Genus","Kathroperla",1
"217",109909,438,"Visoka",23,"Genus","Visoka",5
"218",109909,443,"Yoraperla",23,"Genus","Yoraperla",85
"219",109909,450,"Doroneuria",23,"Genus","Doroneuria",2
"220",109909,462,"Isoperla",23,"Genus","Isoperla",7
"221",109909,484,"Micrasema",23,"Genus","Micrasema",32
"222",109909,491,"Glossosoma",23,"Genus","Glossosoma",1
"223",109909,519,"Lepidostoma",23,"Genus","Lepidostoma",3
"224",109909,549,"Neophylax",23,"Genus","Neophylax",3
"225",109909,633,"Hydrobiidae",19,"Family","Hydrobiidae",29
"226",109909,748,"Bezzia",23,"Genus","Ceratopogoninae",1
"227",109909,836,"Drunella spinifera",25,"Species","Drunella  grandis  spinifera",28
"228",109909,837,"Calineuria californica",25,"Species","Calineuria",1
"229",109910,58,"Trombidiformes",13,"Order","Arachnida",23
"230",109910,128,"Heterlimnius",23,"Genus","Heterlimnius",2
"231",109910,182,"Chironominae",20,"SubFamily","Chironominae",41
"232",109910,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",46
"233",109910,187,"Tanypodinae",20,"SubFamily","Tanypodinae",1
"234",109910,198,"Dixa",23,"Genus","Dixa",1
"235",109910,204,"Oreogeton",23,"Genus","Oreogeton",1
"236",109910,223,"Simulium",23,"Genus","Simulium",9
"237",109910,237,"Dicranota",23,"Genus","Dicranota",2
"238",109910,250,"Baetis",23,"Genus","Baetis",46
"239",109910,267,"Drunella doddsii",25,"Species","Drunella  doddsii",5
"240",109910,279,"Cinygmula",23,"Genus","Cinygmula",19
"241",109910,282,"Ironodes",23,"Genus","Ironodes",9
"242",109910,285,"Rhithrogena",23,"Genus","Rhithrogena",8
"243",109910,292,"Paraleptophlebia",23,"Genus","Paraleptophlebia",3
"244",109910,416,"Paraperla",23,"Genus","Paraperla",1
"245",109910,419,"Sweltsa",23,"Genus","Sweltsa",1
"246",109910,438,"Visoka",23,"Genus","Visoka",2
"247",109910,443,"Yoraperla",23,"Genus","Yoraperla",16
"248",109910,450,"Doroneuria",23,"Genus","Doroneuria",1
"249",109910,462,"Isoperla",23,"Genus","Isoperla",3
"250",109910,484,"Micrasema",23,"Genus","Micrasema",28
"251",109910,496,"Arctopsyche",23,"Genus","Arctopsyche",4
"252",109910,502,"Parapsyche",23,"Genus","Parapsyche",1
"253",109910,519,"Lepidostoma",23,"Genus","Lepidostoma",3
"254",109910,549,"Neophylax",23,"Genus","Neophylax",3
"255",109910,578,"Polycentropus",23,"Genus","Polycentropodidae",1
"256",109910,836,"Drunella spinifera",25,"Species","Drunella  grandis  spinifera",17
"257",109910,837,"Calineuria californica",25,"Species","Calineuria",1
"258",109910,1073,"Ampumixis dispar",25,"Species","Ampumixis",1
"259",109910,1186,"Orohermes crepusculus",25,"Species","Corydalidae",1
"260",109913,58,"Trombidiformes",13,"Order","Arachnida",20
"261",109913,182,"Chironominae",20,"SubFamily","Chironominae",1
"262",109913,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",34
"263",109913,187,"Tanypodinae",20,"SubFamily","Tanypodinae",2
"264",109913,198,"Dixa",23,"Genus","Dixa",2
"265",109913,202,"Clinocera",23,"Genus","Clinocera",2
"266",109913,204,"Oreogeton",23,"Genus","Oreogeton",1
"267",109913,213,"Glutops",23,"Genus","Glutops",2
"268",109913,223,"Simulium",23,"Genus","Simulium",7
"269",109913,250,"Baetis",23,"Genus","Baetis",25
"270",109913,267,"Drunella doddsii",25,"Species","Drunella  doddsii",12
"271",109913,271,"Serratella",23,"Genus","Serratella",1
"272",109913,279,"Cinygmula",23,"Genus","Cinygmula",2
"273",109913,282,"Ironodes",23,"Genus","Ironodes",12
"274",109913,285,"Rhithrogena",23,"Genus","Rhithrogena",4
"275",109913,303,"Ameletus",23,"Genus","Ameletus",4
"276",109913,419,"Sweltsa",23,"Genus","Sweltsa",1
"277",109913,438,"Visoka",23,"Genus","Visoka",1
"278",109913,443,"Yoraperla",23,"Genus","Yoraperla",52
"279",109913,462,"Isoperla",23,"Genus","Isoperla",4
"280",109913,463,"Kogotus",23,"Genus","Kogotus",3
"281",109913,464,"Megarcys",23,"Genus","Megarcys",4
"282",109913,484,"Micrasema",23,"Genus","Micrasema",33
"283",109913,537,"Ecclisocosmoecus scylla",25,"Species","Ecclisocosmoecus",5
"284",109913,555,"Psychoglypha",23,"Genus","Psychoglypha",1
"285",109913,589,"Neothremma",23,"Genus","Neothremma",38
"286",109913,652,"Nematoda",5,"Phylum","Nematoda",4
"287",109913,836,"Drunella spinifera",25,"Species","Drunella  grandis  spinifera",21
"288",109913,908,"Probezzia",23,"Genus","Ceratopogoninae",2
"289",109915,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",4
"290",109915,222,"Prosimulium",23,"Genus","Prosimulium",1
"291",109915,223,"Simulium",23,"Genus","Simulium",1
"292",109915,237,"Dicranota",23,"Genus","Dicranota",2
"293",109915,250,"Baetis",23,"Genus","Baetis",40
"294",109915,267,"Drunella doddsii",25,"Species","Drunella  doddsii",134
"295",109915,271,"Serratella",23,"Genus","Serratella",3
"296",109915,279,"Cinygmula",23,"Genus","Cinygmula",6
"297",109915,285,"Rhithrogena",23,"Genus","Rhithrogena",92
"298",109915,303,"Ameletus",23,"Genus","Ameletus",1
"299",109915,419,"Sweltsa",23,"Genus","Sweltsa",1
"300",109915,438,"Visoka",23,"Genus","Visoka",2
"301",109915,462,"Isoperla",23,"Genus","Isoperla",3
"302",109915,464,"Megarcys",23,"Genus","Megarcys",1
"303",109915,469,"Skwala",23,"Genus","Skwala",2
"304",109915,491,"Glossosoma",23,"Genus","Glossosoma",1
"305",109915,502,"Parapsyche",23,"Genus","Parapsyche",1
"306",109915,549,"Neophylax",23,"Genus","Neophylax",1
"307",109915,836,"Drunella spinifera",25,"Species","Drunella  grandis  spinifera",1
"308",109915,1180,"Drunella coloradensis/flavilinea",30,"Species group","Drunella  coloradensis  flavilinea",3
"309",111019,58,"Trombidiformes",13,"Order","Arachnida",21
"310",111019,135,"Optioservus",23,"Genus","Optioservus",6
"311",111019,144,"Zaitzevia",23,"Genus","Zaitzevia",2
"312",111019,182,"Chironominae",20,"SubFamily","Chironominae",4
"313",111019,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",9
"314",111019,187,"Tanypodinae",20,"SubFamily","Tanypodinae",1
"315",111019,223,"Simulium",23,"Genus","Simulium",9
"316",111019,237,"Dicranota",23,"Genus","Dicranota",1
"317",111019,241,"Hexatoma",23,"Genus","Hexatoma",1
"318",111019,250,"Baetis",23,"Genus","Baetis",62
"319",111019,267,"Drunella doddsii",25,"Species","Drunella  doddsii",1
"320",111019,292,"Paraleptophlebia",23,"Genus","Paraleptophlebia",4
"321",111019,303,"Ameletus",23,"Genus","Ameletus",25
"322",111019,488,"Agapetus",23,"Genus","Agapetus",1
"323",111019,494,"Helicopsyche",23,"Genus","Helicopsyche",1
"324",111019,499,"Hydropsyche",23,"Genus","Hydropsyche",6
"325",111019,509,"Hydroptila",23,"Genus","Hydroptila",12
"326",111019,568,"Wormaldia",23,"Genus","Wormaldia",15
"327",111019,587,"Gumaga",23,"Genus","Gumaga",2
"328",111019,837,"Calineuria californica",25,"Species","Calineuria",7
"329",111019,1031,"Timpanoga hecuba",25,"Species","Timpanoga",2
"330",111019,1079,"Eubrianax edwardsii",25,"Species","Eubrianax edwardsii",41
"331",111019,1180,"Drunella coloradensis/flavilinea",30,"Species group","Drunella  coloradensis  flavilinea",4
"332",111021,58,"Trombidiformes",13,"Order","Arachnida",10
"333",111021,128,"Heterlimnius",23,"Genus","Heterlimnius",1
"334",111021,130,"Lara",23,"Genus","Lara",1
"335",111021,135,"Optioservus",23,"Genus","Optioservus",1
"336",111021,144,"Zaitzevia",23,"Genus","Zaitzevia",1
"337",111021,154,"Ametor",23,"Genus","Ametor",1
"338",111021,182,"Chironominae",20,"SubFamily","Chironominae",6
"339",111021,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",78
"340",111021,215,"Maruina",23,"Genus","Psychodidae",1
"341",111021,223,"Simulium",23,"Genus","Simulium",1
"342",111021,250,"Baetis",23,"Genus","Baetis",61
"343",111021,267,"Drunella doddsii",25,"Species","Drunella  doddsii",28
"344",111021,271,"Serratella",23,"Genus","Serratella",2
"345",111021,282,"Ironodes",23,"Genus","Ironodes",13
"346",111021,292,"Paraleptophlebia",23,"Genus","Paraleptophlebia",3
"347",111021,303,"Ameletus",23,"Genus","Ameletus",5
"348",111021,431,"Malenka",23,"Genus","Malenka",12
"349",111021,443,"Yoraperla",23,"Genus","Yoraperla",10
"350",111021,486,"Heteroplectron",23,"Genus","Heteroplectron",1
"351",111021,499,"Hydropsyche",23,"Genus","Hydropsyche",2
"352",111021,502,"Parapsyche",23,"Genus","Parapsyche",1
"353",111021,519,"Lepidostoma",23,"Genus","Lepidostoma",6
"354",111021,568,"Wormaldia",23,"Genus","Wormaldia",5
"355",111021,578,"Polycentropus",23,"Genus","Polycentropodidae",4
"356",111021,587,"Gumaga",23,"Genus","Gumaga",9
"357",111021,837,"Calineuria californica",25,"Species","Calineuria",2
"358",111021,908,"Probezzia",23,"Genus","Ceratopogoninae",2
"359",111021,1033,"Caudatella hystrix",25,"Species","Caudatella  cascadia",1
"360",111021,1073,"Ampumixis dispar",25,"Species","Ampumixis",29
"361",111021,1180,"Drunella coloradensis/flavilinea",30,"Species group","Drunella  coloradensis  flavilinea",3
"362",111022,58,"Trombidiformes",13,"Order","Arachnida",1
"363",111022,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",35
"364",111022,223,"Simulium",23,"Genus","Simulium",6
"365",111022,303,"Ameletus",23,"Genus","Ameletus",2
"366",111022,684,"Curculionidae",19,"Family","Curculionidae",1
"367",111022,748,"Bezzia",23,"Genus","Ceratopogoninae",1
"368",111022,1186,"Orohermes crepusculus",25,"Species","Corydalidae",1
"369",111040,58,"Trombidiformes",13,"Order","Arachnida",3
"370",111040,177,"Agathon",23,"Genus","Blephariceridae",10
"371",111040,182,"Chironominae",20,"SubFamily","Chironominae",1
"372",111040,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",18
"373",111040,196,"Deuterophlebia",23,"Genus","Deuterophlebiidae",2
"374",111040,215,"Maruina",23,"Genus","Psychodidae",3
"375",111040,223,"Simulium",23,"Genus","Simulium",3
"376",111040,241,"Hexatoma",23,"Genus","Hexatoma",1
"377",111040,250,"Baetis",23,"Genus","Baetis",167
"378",111040,267,"Drunella doddsii",25,"Species","Drunella  doddsii",58
"379",111040,271,"Serratella",23,"Genus","Serratella",6
"380",111040,279,"Cinygmula",23,"Genus","Cinygmula",1
"381",111040,285,"Rhithrogena",23,"Genus","Rhithrogena",11
"382",111040,303,"Ameletus",23,"Genus","Ameletus",1
"383",111040,419,"Sweltsa",23,"Genus","Sweltsa",2
"384",111040,443,"Yoraperla",23,"Genus","Yoraperla",3
"385",111040,450,"Doroneuria",23,"Genus","Doroneuria",1
"386",111040,484,"Micrasema",23,"Genus","Micrasema",1
"387",111040,499,"Hydropsyche",23,"Genus","Hydropsyche",2
"388",111040,836,"Drunella spinifera",25,"Species","Drunella  grandis  spinifera",1
"389",111040,837,"Calineuria californica",25,"Species","Calineuria",4
"390",111040,1180,"Drunella coloradensis/flavilinea",30,"Species group","Drunella  coloradensis  flavilinea",1
"391",111044,128,"Heterlimnius",23,"Genus","Heterlimnius",1
"392",111044,182,"Chironominae",20,"SubFamily","Chironominae",11
"393",111044,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",14
"394",111044,223,"Simulium",23,"Genus","Simulium",20
"395",111044,250,"Baetis",23,"Genus","Baetis",1
"396",111044,443,"Yoraperla",23,"Genus","Yoraperla",1
"397",111113,58,"Trombidiformes",13,"Order","Arachnida",12
"398",111113,182,"Chironominae",20,"SubFamily","Chironominae",4
"399",111113,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",103
"400",111113,202,"Clinocera",23,"Genus","Clinocera",1
"401",111113,204,"Oreogeton",23,"Genus","Oreogeton",1
"402",111113,237,"Dicranota",23,"Genus","Dicranota",4
"403",111113,250,"Baetis",23,"Genus","Baetis",6
"404",111113,282,"Ironodes",23,"Genus","Ironodes",10
"405",111113,415,"Kathroperla",23,"Genus","Kathroperla",3
"406",111113,419,"Sweltsa",23,"Genus","Sweltsa",3
"407",111113,431,"Malenka",23,"Genus","Malenka",10
"408",111113,438,"Visoka",23,"Genus","Visoka",2
"409",111113,441,"Soliperla",23,"Genus","Soliperla",2
"410",111113,443,"Yoraperla",23,"Genus","Yoraperla",43
"411",111113,491,"Glossosoma",23,"Genus","Glossosoma",2
"412",111113,502,"Parapsyche",23,"Genus","Parapsyche",1
"413",111113,519,"Lepidostoma",23,"Genus","Lepidostoma",10
"414",111113,549,"Neophylax",23,"Genus","Neophylax",2
"415",111113,567,"Dolophilodes",23,"Genus","Dolophilodes",9
"416",111113,633,"Hydrobiidae",19,"Family","Hydrobiidae",50
"417",111113,671,"Atrichopogon",23,"Genus","Forcipomyiinae",10
"418",111113,837,"Calineuria californica",25,"Species","Calineuria",4
"419",111113,908,"Probezzia",23,"Genus","Ceratopogoninae",4
"420",111113,1189,"Moselia infuscata",25,"Species","Moselia",4
"421",111116,58,"Trombidiformes",13,"Order","Arachnida",3
"422",111116,128,"Heterlimnius",23,"Genus","Heterlimnius",9
"423",111116,130,"Lara",23,"Genus","Lara",1
"424",111116,144,"Zaitzevia",23,"Genus","Zaitzevia",7
"425",111116,182,"Chironominae",20,"SubFamily","Chironominae",7
"426",111116,184,"Orthocladiinae",20,"SubFamily","Orthocladiinae",20
"427",111116,187,"Tanypodinae",20,"SubFamily","Tanypodinae",7
"428",111116,198,"Dixa",23,"Genus","Dixa",1
