"","Sample","O","E","OoverE","Onull","Enull","OoverE.null","BC","BC.null","outlier.05","outlier.01","siteName","daynum","lat","long","elev_sqrt","precip","temp","east","Eco2","Eco3","tot.abund"
"15",111019,11,13.6160272777489,0.807871472024447,11,14.1017964071856,0.780042462845011,0.324080289358377,0.329675572519084,0,0,"PNW-418",184,42.0424,-123.982,20.3,2565,164,0,"WC","KlMts",263
"16",111021,12,10.5894504168045,1.13320328512584,13,14.1017964071856,0.921868365180467,0.19990221644275,0.268228015908087,0,0,"PNW-417",185,42.053,-123.971,20.2,2718,167,0,"WC","KlMts",300
"17",111022,4,9.88036778898253,0.4048432290608,6,14.1017964071856,0.425477707006369,0.547260306961887,0.557342865653857,1,1,"PNW-422",186,42.5854,-123.904,32.9,4191,160,0,"WC","KlMts",71
"18",111040,13,15.5029834972368,0.838548270551732,12,14.1017964071856,0.850955414012739,0.266578103432134,0.287451250286763,0,0,"PNW-455",200,42.945,-122.655,27.8,1194,130,0,"WC","Ca",300
"19",111044,6,13.9435504278318,0.430306472591358,6,14.1017964071856,0.425477707006369,0.530966650065328,0.537682454572535,0,0,"PNW-751",202,43.2135,-122.128,39.8,1295,117,0,"WC","Ca",48
"20",111113,11,14.6504050754985,0.750832481649026,10,14.1017964071856,0.709129511677282,0.327812044435435,0.350062111801242,0,0,"PNW-479",220,44.0492,-122.207,27.9,1803,148,0,"WC","Ca",300
"21",111116,18,15.4922485048274,1.16187137034312,17,14.1017964071856,1.20552016985138,0.205383289312117,0.222949557181363,0,0,"PNW-822",221,43.0092,-122.518,30.7,1194,126,0,"WC","Ca",300
"22",111121,14,14.1787564640101,0.987392655733679,14,14.1017964071856,0.992781316348195,0.221933548487979,0.254208395482634,0,0,"PNW-824",223,43.3131,-122.087,36.3,1397,122,0,"WC","Ca",232
"23",111137,16,14.4786813197243,1.10507301367309,16,14.1017964071856,1.13460721868365,0.167181674158928,0.216630196936543,0,0,"PNW-495",228,44.4075,-122.284,21.4,2007,138,0,"WC","Ca",300
"24",111138,15,15.4383263616518,0.971607909343036,15,14.1017964071856,1.06369426751592,0.224866401973725,0.239917695473251,0,0,"PNW-494",228,44.3988,-122.346,19.6,2007,151,0,"WC","Ca",300
"25",111140,13,12.8487710600065,1.01176991474805,13,14.1017964071856,0.921868365180467,0.196025127282942,0.250994255413168,0,0,"PNW-493",229,44.8556,-122.167,28.5,2667,124,0,"WC","Ca",300
"26",111145,16,14.8394848534491,1.07820454402641,15,14.1017964071856,1.06369426751592,0.193304191583763,0.22716049382716,0,0,"PNW-502",230,45.481,-122.025,21.7,2261,145,0,"WC","Ca",260
"27",111148,19,16.1529208619258,1.17625785221205,16,14.1017964071856,1.13460721868365,0.1820200205625,0.218619454943306,0,0,"PNW-496",231,45.1614,-122.112,18.7,1803,147,0,"WC","Ca",300
"28",111149,11,14.9977701447794,0.733442364685727,11,14.1017964071856,0.780042462845011,0.322594652424306,0.339217557251908,0,0,"PNW-499",229,45.2993,-122.101,22.4,2210,133,0,"WC","Ca",300
"29",113045,14,15.432766910533,0.907160723748435,13,14.1017964071856,0.921868365180467,0.260878183185979,0.275740167918692,0,0,"PNW-021",208,42.1461,-122.715,31.1,838,133,0,"WC","KlMts",263
"30",113048,17,14.0962867482927,1.20599135811841,16,14.1017964071856,1.13460721868365,0.173564595336299,0.210662422916252,0,0,"PNW-024",209,42.5597,-122.278,37.9,1346,119,0,"WC","Ca",300
"31",113059,11,14.9296723011735,0.736787772571227,11,14.1017964071856,0.780042462845011,0.332584330920832,0.353053435114504,0,0,"PNW-035",223,44.5187,-122.214,24.7,2311,130,0,"WC","Ca",205
"32",113100,16,15.2661404007985,1.04807106314594,15,14.1017964071856,1.06369426751592,0.216738457418153,0.230864197530864,0,0,"PNW-221",210,43.5473,-122.724,25.8,1702,151,0,"WC","Ca",300
"33",113114,18,16.205961111705,1.11070240610409,15,14.1017964071856,1.06369426751592,0.214486789016862,0.247736625514403,0,0,"PNW-234",219,43.9735,-122.544,18.5,1549,160,0,"WC","Ca",300
"34",113118,14,14.212602421308,0.985041274285613,14,14.1017964071856,0.992781316348195,0.215017256377642,0.248242062646495,0,0,"PNW-238",223,44.1268,-122.004,26.4,1854,148,0,"WC","Ca",300
"35",113789,10,13.8689838794644,0.721033356654692,11,14.1017964071856,0.780042462845011,0.356305471419627,0.340171755725191,0,0,"PIBO:0860",201,45.956913,-117.7904,30,940,129,1,"WC","BlMts",166
"36",114305,14,13.5482754161068,1.03334185127032,14,14.1017964071856,0.992781316348195,0.233821978652307,0.255060728744939,0,0,"PIBO:1060",235,44.4023,-120.1708,38.5,584,121,1,"WC","BlMts",300
"37",114320,16,14.1528558448978,1.13051388181617,16,14.1017964071856,1.13460721868365,0.22235774002019,0.212253829321663,0,0,"PIBO:1749",221,45.0412,-117.4404,38.1,1092,100,1,"WC","BlMts",300
"38",117774,4,13.5584278716833,0.295019454899634,4,14.1017964071856,0.283651804670913,0.631071220791688,0.665894806483625,0,0,"PIBO:0932",234,44.958861,-118.12664,40,686,117,1,"WC","BlMts",66
"39",119633,14,11.4535782148835,1.22232543728627,16,14.1017964071856,1.13460721868365,0.195540662524055,0.226974338571713,0,0,"PIBO:0901",229,45.229408,-117.35795,45.6,1549,75,1,"WC","BlMts",300
"40",121254,8,11.2418642161181,0.711625745179342,11,14.1017964071856,0.780042462845011,0.331038734523283,0.330629770992366,0,0,"ES-REF-001",180,42.2351,-118.15,38.4,330,146,1,"CD","NBR",300
"41",121257,9,13.7941725123057,0.652449430509233,9,14.1017964071856,0.638216560509554,0.387005196621379,0.413685847589425,0,0,"ES-REF-004",184,43.2138,-121.937,41.3,991,120,1,"WC","ECa",300
"42",121258,16,13.8823848796017,1.15253972129168,17,14.1017964071856,1.20552016985138,0.189184251657269,0.205236811705814,0,0,"ES-REF-005",185,42.5601,-122.13,38.6,1346,125,0,"WC","Ca",300
"43",121259,18,13.8167150028691,1.30276986941268,19,14.1017964071856,1.34734607218684,0.20075913212334,0.185238784370478,0,0,"ES-REF-006",186,43.0018,-121.298,42.1,991,117,1,"WC","ECa",300
"44",121261,12,13.4684716242319,0.890969690904657,14,14.1017964071856,0.992781316348195,0.294260959354494,0.273385893884509,0,0,"ES-REF-008",188,42.4886,-120.751,42.2,737,122,1,"WC","ECa",300
"45",121262,11,14.0652663958467,0.782068372572606,11,14.1017964071856,0.780042462845011,0.335898933344823,0.352576335877863,0,0,"ES-REF-009",189,42.4919,-119.697,43,483,128,1,"CD","NBR",300
"46",121271,12,13.3766425872011,0.897086090308023,14,14.1017964071856,0.992781316348195,0.298878071262928,0.24440656296612,0,0,"ES-REF-018",205,45.9891,-118.06,26.9,1041,135,1,"WC","BlMts",300
"47",121276,16,13.8842065282478,1.15238850469759,17,14.1017964071856,1.20552016985138,0.194995035315373,0.206777050442819,0,0,"ES-REF-023",210,45.1567,-117.612,36.2,1041,94,1,"WC","BlMts",300
"48",121277,11,13.4888602240321,0.815487729675051,11,14.1017964071856,0.780042462845011,0.302497002270091,0.290076335877863,0,0,"ES-REF-024",211,45.1104,-117.021,37.3,1295,105,1,"WC","BlMts",300
"49",121279,13,13.6016960820277,0.955763157888612,14,14.1017964071856,0.992781316348195,0.266769188184603,0.292137225655231,0,0,"ES-REF-026",215,44.2587,-118.775,40,686,113,1,"WC","BlMts",300
"50",121281,16,13.5270137839345,1.18281834080797,16,14.1017964071856,1.13460721868365,0.201907979221694,0.227770041774418,0,0,"ES-REF-028",217,44.2518,-118.315,39.6,737,118,1,"WC","BlMts",300
"51",121282,15,13.9365253130033,1.07630845301192,17,14.1017964071856,1.20552016985138,0.258259191628566,0.219869079707355,0,0,"ES-REF-029",224,44.5869,-121.683,31.1,737,130,1,"WC","ECa",300
"52",121284,15,15.1916486558206,0.987384604517745,16,14.1017964071856,1.13460721868365,0.271641160882723,0.221404416152775,0,0,"ES-REF-031",226,45.3117,-121.376,28.4,584,138,1,"WC","ECa",300
"53",151721,13,17.3089030910418,0.751058569778932,11,14.1017964071856,0.780042462845011,0.373105244591954,0.345419847328244,0,0,"33419BLY",262,43.88704,-123.9703,11,2108,165,0,"MWCF","CoRa",300
"54",154173,10,13.3938875577581,0.746609224310513,11,14.1017964071856,0.780042462845011,0.341055206291545,0.322519083969466,0,0,"PIBO:0927",201,44.840833,-118.13749,44.4,889,111,1,"WC","BlMts",300
"55",156883,13,13.9988168487626,0.928649909520683,14,14.1017964071856,0.992781316348195,0.264802033968214,0.245685062859578,0,0,"PIBO:1432",225,45.0716,-117.47463,40.5,1194,93,1,"WC","BlMts",300
"56",173806,15,17.6546256712869,0.849635686379671,11,14.1017964071856,0.780042462845011,0.284716925150104,0.343034351145038,0,0,"11850-ORDEQ",208,44.18771584,-124.09122,7.4,2108,161,0,"MWCF","CoRa",285
"57",173934,11,11.7340187668892,0.93744523666858,12,14.1017964071856,0.850955414012739,0.259335089357962,0.300298233539803,1,0,"12092-ORDEQ",226,42.45842568,-124.04997,19.3,2515,187,0,"WC","KlMts",222
"58",173939,15,14.0428863598405,1.06815647550183,15,14.1017964071856,1.06369426751592,0.271860571448908,0.269958847736625,0,0,"12181-ORDEQ",199,45.09122399,-118.5318,38.1,737,118,1,"WC","BlMts",280
"59",174027,11,11.1666517119133,0.985075946110547,10,14.1017964071856,0.709129511677282,0.27094692589307,0.420621118012422,0,0,"12265-ORDEQ",280,42.80099163,-118.8674885,36,330,155,1,"CD","NBR",300
"60",174054,12,17.3414705025189,0.691982839532378,11,14.1017964071856,0.780042462845011,0.376554160023316,0.343511450381679,0,0,"12521-ORDEQ",240,43.96318479,-123.9711468,9,2261,165,0,"MWCF","CoRa",216
"61",174057,13,13.0645710774515,0.995057543254295,17,14.1017964071856,1.20552016985138,0.266669341494915,0.219484020023104,0,0,"12889-ORDEQ",179,44.51047085,-121.7078969,30.9,584,142,1,"WC","ECa",300
"62",174078,6,13.4411323305313,0.446390962640187,8,14.1017964071856,0.567303609341826,0.496040195655208,0.463560010837171,0,0,"13014-ORDEQ",279,42.63878766,-118.763194,39.4,533,128,1,"CD","NBR",300
"63",174169,18,15.0672335446125,1.19464531738384,18,14.1017964071856,1.27643312101911,0.183347298032008,0.213579556052975,0,0,"13231-ORDEQ",217,45.26243472,-121.92068,22.9,2007,125,0,"WC","Ca",232
"64",174170,18,15.1635475705426,1.18705731071584,18,14.1017964071856,1.27643312101911,0.213018350218533,0.213206491326245,0,0,"13244-ORDEQ",252,43.49047317,-122.72469,25.6,1651,157,0,"WC","Ca",300
"65",174172,10,12.5786942891589,0.794995074219957,12,14.1017964071856,0.850955414012739,0.323833037381828,0.302592337692131,0,0,"13269-ORDEQ",239,42.16686007,-118.2245519,40.7,432,142,1,"CD","NBR",300
"66",174173,7,10.5351936143909,0.664439616034977,8,14.1017964071856,0.567303609341826,0.383500214305042,0.450555405039285,0,0,"13270-ORDEQ",239,42.2341422,-118.2334271,38.1,229,154,1,"CD","NBR",252
"67",174306,7,8.83643938224254,0.792174279389842,8,14.1017964071856,0.567303609341826,0.30840113036956,0.425088052018423,1,1,"21814-ORDEQ",256,42.17347778,-123.91227,25.5,3429,166,0,"WC","KlMts",223
"68",174313,11,15.0204345048399,0.732335672210787,12,14.1017964071856,0.850955414012739,0.323165785393426,0.327827483367745,0,0,"21821-ORDEQ",225,45.26878201,-121.93954,22.5,2057,132,0,"WC","Ca",277
"69",174363,11,15.889557242911,0.692278572136272,11,14.1017964071856,0.780042462845011,0.401766832360594,0.345419847328244,0,0,"21842-ORDEQ",243,44.54013633,-123.85332,13.4,2261,165,0,"MWCF","CoRa",300
"70",174379,13,13.597470052386,0.956060204575987,11,14.1017964071856,0.780042462845011,0.3103004729393,0.329675572519084,0,0,"21848-ORDEQ",237,42.04548588,-123.9799202,19.6,2616,164,0,"WC","KlMts",162
"71",174384,11,14.4082316314388,0.763452468101496,10,14.1017964071856,0.709129511677282,0.359335756993273,0.387329192546584,0,0,"21851-ORDEQ",222,42.38052777,-123.8139835,17.4,2261,172,0,"WC","KlMts",118
"72",174387,12,14.928328652459,0.803840823669388,12,14.1017964071856,0.850955414012739,0.280162873577017,0.299380591878871,0,0,"21855-ORDEQ",208,44.51911383,-122.1913,25.2,2261,130,0,"WC","Ca",286
"73",174393,15,14.1404596686749,1.06078588330684,17,14.1017964071856,1.20552016985138,0.1982253414837,0.222179437812861,0,0,"21864-ORDEQ",265,44.73862314,-121.88874,30.4,2007,132,0,"WC","Ca",300
"74",174394,14,15.6253027709927,0.895982638236621,13,14.1017964071856,0.921868365180467,0.248877944762795,0.277507733097658,0,0,"21865-ORDEQ",251,45.59506025,-121.86972,16.2,2362,129,0,"WC","Ca",266
"75",174399,15,14.7311902056847,1.01824766299002,15,14.1017964071856,1.06369426751592,0.221050361022044,0.236625514403292,0,0,"21868-ORDEQ",243,44.847575,-122.073,29.3,2108,129,0,"WC","Ca",282
"76",174408,10,14.3267737613699,0.697993851690712,11,14.1017964071856,0.780042462845011,0.338681267923761,0.344942748091603,0,0,"21876-ORDEQ",271,45.3975252,-121.59067,33.3,2159,100,0,"WC","Ca",278
"77",174411,10,14.0909052641652,0.709677612085802,10,14.1017964071856,0.709129511677282,0.355536713395273,0.384347826086957,0,0,"21878-ORDEQ",257,43.54217608,-122.7188969,28.1,1753,151,0,"WC","Ca",69
"78",174415,15,16.8554812793617,0.889918226088648,15,14.1017964071856,1.06369426751592,0.264744978274665,0.256378600823045,0,0,"21881-ORDEQ",194,43.73890061,-122.48579,19.1,1245,160,0,"WC","Ca",271
"79",174420,14,14.9489083203246,0.936523236346668,15,14.1017964071856,1.06369426751592,0.225306166510636,0.244444444444444,0,0,"21884-ORDEQ",229,43.69975913,-122.10088,33,1702,114,0,"WC","Ca",274
"80",174426,18,14.9182907193141,1.20657254498306,17,14.1017964071856,1.20552016985138,0.184476105261048,0.217558721601848,0,0,"22946-ORDEQ",234,44.93055077,-122.05389,27.6,2108,127,0,"WC","Ca",300
"81",174429,8,10.3791190023627,0.770778328890816,6,14.1017964071856,0.425477707006369,0.290507107418941,0.513851653261841,0,0,"23034-ORDEQ",236,42.84442928,-118.8204653,37,330,163,1,"CD","NBR",273
"82",174440,8,12.9116656266306,0.619594731720735,11,14.1017964071856,0.780042462845011,0.414003034295791,0.361641221374046,0,0,"23049-ORDEQ",237,42.66783068,-118.7279966,40.3,635,128,1,"CD","NBR",191
"83",174442,6,13.3238555632655,0.450320102278973,6,14.1017964071856,0.425477707006369,0.515337298845012,0.522192433720584,0,0,"23050-ORDEQ",238,42.67370622,-118.7928333,38.6,432,133,1,"CD","NBR",226
"84",174511,14,15.4480645279561,0.906262397769275,14,14.1017964071856,0.992781316348195,0.262662041251084,0.268698060941828,0,0,"23844-ORDEQ",193,41.97522828,-123.0660325,32.3,1361,125,0,"WC","KlMts",300
"85",174530,12,13.9522890809915,0.860073922661817,13,14.1017964071856,0.921868365180467,0.282408048448889,0.28988068935042,0,0,"23856-ORDEQ",194,44.02309197,-122.1461,31.1,1854,143,0,"WC","Ca",300
"86",174547,17,15.6388740972588,1.08703477592289,16,14.1017964071856,1.13460721868365,0.203088599436629,0.226974338571713,0,0,"23901-ORDEQ",251,45.2334662,-121.8815,26.9,1956,115,0,"WC","Ca",300
"87",174549,12,14.7510452204708,0.813501675348872,12,14.1017964071856,0.850955414012739,0.318690647097418,0.328745125028676,0,0,"23903-ORDEQ",235,44.01672239,-122.1513791,27.6,1854,143,0,"WC","Ca",223
"88",174571,15,14.8513191986157,1.01001128582558,15,14.1017964071856,1.06369426751592,0.2170811115404,0.242798353909465,0,0,"23925-ORDEQ",241,43.862857,-122.13559,29,1651,137,0,"WC","Ca",300
"89",174572,16,14.8458546924935,1.07774192401937,15,14.1017964071856,1.06369426751592,0.208256499931066,0.24156378600823,0,0,"23926-ORDEQ",235,44.04193274,-122.1951,24.4,1803,148,0,"WC","Ca",300
"90",174575,14,12.8427866066442,1.09010609837254,15,14.1017964071856,1.06369426751592,0.199082420087741,0.248148148148148,0,0,"24040-ORDEQ",250,45.34399373,-121.6155788,39.3,2108,86,0,"WC","Ca",300
"91",174578,12,13.3509962937992,0.898809327478677,12,14.1017964071856,0.850955414012739,0.293408565809429,0.303051158522597,0,0,"24043-ORDEQ",229,45.02463817,-117.1915688,40.1,1346,96,1,"WC","BlMts",300
"92",174579,8,11.3942164359289,0.702110587857004,13,14.1017964071856,0.921868365180467,0.32591936043409,0.314184710561202,0,0,"24044-ORDEQ",257,44.79537933,-121.75178,37.8,2210,112,0,"WC","Ca",300
"93",174580,13,13.6107087422142,0.95513027618319,14,14.1017964071856,0.992781316348195,0.261636890208515,0.266567227786064,0,0,"24046-ORDEQ",223,44.26580281,-118.87895,37.1,483,120,1,"WC","BlMts",300
"94",174586,16,14.0070408003205,1.14228267255664,15,14.1017964071856,1.06369426751592,0.203598478106702,0.238683127572016,0,0,"24056-ORDEQ",257,45.40608205,-117.67563,32.1,889,105,1,"WC","BlMts",300
"95",174591,18,17.5689596831556,1.02453419693698,12,14.1017964071856,0.850955414012739,0.256833709500128,0.310392291810048,0,0,"24062-ORDEQ",256,45.97780101,-117.60066,25.1,635,131,1,"WC","BlMts",300
"96",174596,18,15.0412329878395,1.19671040363198,14,14.1017964071856,0.992781316348195,0.251077381327219,0.276795226933731,0,0,"24068-ORDEQ",221,45.59192523,-118.304129,27.9,838,135,1,"WC","BlMts",300
"97",174605,15,13.6372549631148,1.09992810434146,15,14.1017964071856,1.06369426751592,0.199571690392755,0.22798353909465,0,0,"24412-ORDEQ",234,43.55436247,-122.20504,37.2,1651,131,0,"WC","Ca",300
"98",174618,13,13.7356900629145,0.946439526551283,13,14.1017964071856,0.921868365180467,0.278622725001444,0.28104286345559,0,0,"24419-ORDEQ",228,42.94310673,-121.2588,43.8,1041,115,1,"WC","ECa",300
"99",174628,6,14.123909764662,0.424811550057619,6,14.1017964071856,0.425477707006369,0.510356551718528,0.537682454572535,0,0,"24422-ORDEQ",237,42.04382158,-118.29444,45,533,119,1,"CD","NBR",300
"100",174636,10,12.8053654598359,0.780922655535686,10,14.1017964071856,0.709129511677282,0.311719740789275,0.352546583850932,0,0,"24426-ORDEQ",200,44.33312788,-118.6426763,41.5,787,129,1,"WC","BlMts",300
"101",174686,11,14.9654396682082,0.735026851457481,11,14.1017964071856,0.780042462845011,0.331842073780386,0.353053435114504,0,0,"24452-ORDEQ",234,44.393335,-122.259898,24.4,2057,134,0,"WC","Ca",94
"102",174687,16,14.7103162065283,1.08767206464939,17,14.1017964071856,1.20552016985138,0.20810179889508,0.221409318444359,0,0,"24453-ORDEQ",242,44.83197239,-122.2003459,26.7,2464,128,0,"WC","Ca",300
"103",174688,8,12.1406031536743,0.658945844678143,8,14.1017964071856,0.567303609341826,0.297783230601847,0.380113790300731,0,0,"24454-ORDEQ",249,45.43396353,-121.6686134,33,2616,108,0,"WC","Ca",47
"104",174740,7,11.8326778743549,0.591582064037355,12,14.1017964071856,0.850955414012739,0.418407712406026,0.359486120669878,0,0,"25273-ORDEQ",255,44.54205067,-122.2195875,32.4,2667,130,0,"WC","Ca",145
"105",174749,16,14.1782112215589,1.12849214544575,17,14.1017964071856,1.20552016985138,0.191741420285916,0.211782826338082,0,0,"25284-ORDEQ",219,43.79795482,-122.1379974,33.9,1702,124,0,"WC","Ca",279
"106",174791,14,14.0940342173634,0.993328083647791,14,14.1017964071856,0.992781316348195,0.214093600298724,0.248242062646495,0,0,"25374-ORDEQ",213,44.86288322,-122.28132,27.3,2464,130,0,"WC","Ca",300
"107",174808,12,13.4422149898983,0.892710019071848,13,14.1017964071856,0.921868365180467,0.289799900830771,0.282368537339814,1,1,"25386-ORDEQ",249,45.6902163,-123.71855,11.3,3683,149,0,"MWCF","CoRa",300
"108",174848,15,14.0907131261933,1.06453093364852,15,14.1017964071856,1.06369426751592,0.248993725361134,0.263786008230453,0,0,"25417-ORDEQ",198,45.05123042,-118.66512,37.7,737,116,1,"WC","BlMts",300
"109",174856,16,14.041936173809,1.13944400558117,17,14.1017964071856,1.20552016985138,0.222849345193838,0.204851752021563,0,0,"25425-ORDEQ",211,44.9078217,-118.31402,41.3,838,108,1,"WC","BlMts",300
"110",174900,18,14.8664508267363,1.21077991040257,18,14.1017964071856,1.27643312101911,0.164987623192143,0.185226636821489,0,0,"26806-ORDEQ",247,43.95505179,-121.9862,31,1803,125,0,"WC","Ca",300
"111",174932,13,13.9937011405794,0.928989398115853,14,14.1017964071856,0.992781316348195,0.264239974464741,0.274238227146814,0,0,"26854-ORDEQ",225,43.09823753,-122.40954,38.9,1448,114,0,"WC","Ca",300
"112",174944,12,12.9087877756063,0.929599293798628,12,14.1017964071856,0.850955414012739,0.276436053306593,0.329662766689608,0,0,"26886-ORDEQ",197,44.35125601,-119.4124279,40.5,533,131,1,"WC","BlMts",300
"113",174961,12,14.036377151736,0.854921456603629,11,14.1017964071856,0.780042462845011,0.315780485212258,0.351145038167939,0,0,"26902-ORDEQ",197,44.95524401,-118.54964,40.9,787,113,1,"WC","BlMts",300
"114",174963,12,13.4868156374273,0.889757843704691,11,14.1017964071856,0.780042462845011,0.336413008402285,0.405534351145038,0,0,"26906-ORDEQ",204,44.96195907,-118.6079578,40.5,737,120,1,"WC","BlMts",300
"115",174975,14,13.4676619863527,1.03952712907309,14,14.1017964071856,0.992781316348195,0.244254287644897,0.277647560196037,0,0,"26929-ORDEQ",192,45.30121625,-121.44904,35,940,120,1,"WC","ECa",300
"116",174983,15,13.4978440055261,1.11128858755954,15,14.1017964071856,1.06369426751592,0.233422805775521,0.253909465020576,0,0,"26936-ORDEQ",211,44.34524691,-119.6512194,35.2,533,125,1,"WC","BlMts",300
"117",175000,12,11.3881020492756,1.05373133715142,17,14.1017964071856,1.20552016985138,0.189259773598199,0.216018482864844,0,0,"26950-ORDEQ",212,44.54930084,-122.0749377,34.7,2210,131,0,"WC","Ca",300
"118",175002,15,14.7840134139639,1.01460946902498,15,14.1017964071856,1.06369426751592,0.202063611798966,0.229218106995885,0,0,"26952-ORDEQ",248,43.9513024,-122.11595,30,1803,134,0,"WC","Ca",300
"119",175008,13,12.7763227015196,1.01750717351979,13,14.1017964071856,0.921868365180467,0.246985831260098,0.253645603181617,0,0,"26958-ORDEQ",253,45.2714356,-117.46621,40.6,1549,84,1,"WC","BlMts",300
"120",175018,11,11.3052752909807,0.972997093558241,11,14.1017964071856,0.780042462845011,0.239573581639903,0.303912213740458,0,0,"26966-ORDEQ",256,45.15879612,-117.31893,46.1,1753,77,1,"WC","BlMts",300
"121",175045,14,17.0711863258075,0.820095319259414,10,14.1017964071856,0.709129511677282,0.3094840108517,0.364968944099379,0,0,"29027-ORDEQ",220,45.59741,-123.26862,13.6,1651,153,0,"MWCF","WV",300
"122",175080,14,12.9080698667511,1.08459282793794,16,14.1017964071856,1.13460721868365,0.222304907166211,0.237318480206883,0,0,"29879-ORDEQ",238,43.61980466,-122.18884,38.3,1600,137,0,"WC","Ca",300
"123",175141,7,10.9791825431427,0.637570235533791,8,14.1017964071856,0.567303609341826,0.343785836388522,0.403955567596857,1,0,"30343-ORDEQ",226,45.38725893,-121.63345,40.8,3175,100,0,"WC","Ca",300
"124",175154,13,11.6307327456013,1.11772837398543,17,14.1017964071856,1.20552016985138,0.162079417210621,0.213323065075087,0,0,"30354-ORDEQ",239,45.41097041,-121.9480751,29.9,2769,120,0,"WC","Ca",300
"125",175163,15,13.5171210995419,1.1097037519704,15,14.1017964071856,1.06369426751592,0.229997299523919,0.252674897119342,0,0,"30379-ORDEQ",204,45.01549922,-118.60358,39.5,787,117,1,"WC","BlMts",300
"126",175166,14,13.4812803481438,1.03847703174036,14,14.1017964071856,0.992781316348195,0.278935576854412,0.299808225015981,0,0,"30382-ORDEQ",204,44.78450285,-118.69614,42.8,838,110,1,"WC","BlMts",300
"127",175167,13,13.3870166652906,0.971090148390266,14,14.1017964071856,0.992781316348195,0.282491230872611,0.277647560196037,0,0,"30383-ORDEQ",205,44.71657046,-118.7034993,37.8,635,127,1,"WC","BlMts",300
"128",175173,13,13.5086789848759,0.962344283593874,15,14.1017964071856,1.06369426751592,0.268456025698522,0.274897119341564,0,0,"30389-ORDEQ",209,44.23681171,-118.7644486,39.2,686,121,1,"WC","BlMts",300
"129",175178,12,13.6358154011471,0.880035380868422,13,14.1017964071856,0.921868365180467,0.328451870667045,0.293857711003093,0,0,"30392-ORDEQ",211,44.30067471,-118.69052,44.4,1092,118,1,"WC","BlMts",300
"130",175182,14,12.85739842803,1.08886724467363,14,14.1017964071856,0.992781316348195,0.232889769976007,0.274238227146814,0,0,"30396-ORDEQ",239,44.37477823,-118.4465628,40.6,787,126,1,"WC","BlMts",300
