sampleId,otuName2005,splitCount
109910,Rhyacophila,6
109910,Ceratopogoninae,1
109910,Drunella_spinifera,17
109910,Calineuria,1
109910,Ampumixis,7
109910,Drunella_coloradensis/flavilinea,2
109910,Corydalidae,1
109913,Trombidiformes,22
109913,Chironominae,2
109913,Orthocladiinae,17
109913,Tanypodinae,2
109913,Dixa,3
109913,Pericoma/Telmatoscopus,1
109913,Simulium,3
109913,Baetis,21
109913,Caudatella,57
109913,Drunella_doddsi,14
109913,Cinygmula,1
109913,Ironodes,8
109913,Rhithrogena,1
109913,Leptophlebiidae,2
109913,Ameletus,2
109913,Kathroperla,1
109913,Sweltsa,1
109913,Visoka,2
109913,Zapada,20
109913,Yoraperla,36
109913,Isoperla,2
109913,Megarcys,2
109913,Micrasema,19
109913,Glossosoma,1
109913,Lepidostoma,1
109913,Apatania,1
109913,Ecclisocosmoecus,3
109913,Rhyacophila,3
109913,Neothremma,37
109913,Nematoda,1
109913,Drunella_spinifera,14
109915,Orthocladiinae,4
109915,Dicranota,1
109915,Baetis,28
109915,Drunella_doddsi,111
109915,Serratella,1
109915,Cinygmula,6
109915,Epeorus,53
109915,Rhithrogena,67
109915,Ameletus,1
109915,Capniidae,6
109915,Sweltsa,1
109915,Visoka,1
109915,Zapada,4
109915,Isoperla,1
109915,Megarcys,2
109915,Skwala,1
109915,Glossosoma,1
109915,Neophylax,2
109915,Rhyacophila,7
109915,Drunella_spinifera,1
109915,Drunella_coloradensis/flavilinea,1
111019,Trombidiformes,21
111019,Optioservus,6
111019,Zaitzevia,2
111019,Chironominae,4
111019,Orthocladiinae,9
111019,Tanypodinae,1
111019,Simulium,9
111019,Antocha,2
111019,Dicranota,1
111019,Hexatoma,1
111019,Baetis,62
111019,Drunella_doddsi,1
111019,Epeorus,14
111019,Leptophlebiidae,3
111019,Leptophlebiidae,4
111019,Ameletus,25
111019,Agapetus,1
111019,Helicopsyche,1
111019,Hydropsyche,6
111019,Hydroptila,12
111019,Wormaldia,15
111019,Rhyacophila,5
111019,Gumaga,2
111019,Nematomorpha,2
111019,Calineuria,7
111019,Timpanoga_hecuba,2
111019,Eubrianax_edwardsi,41
111019,Drunella_coloradensis/flavilinea,4
111021,Oligochaeta,1
111021,Trombidiformes,12
111021,Lara,1
111021,Optioservus,1
111021,Zaitzevia,1
111021,Hydrophilidae,1
111021,Chironominae,7
111021,Orthocladiinae,63
111021,Maruina,1
111021,Simulium,1
111021,Baetis,50
111021,Drunella_doddsi,21
111021,Serratella,2
111021,Epeorus,28
111021,Ironodes,10
111021,Leptophlebiidae,10
111021,Leptophlebiidae,2
111021,Ameletus,6
111021,Gomphidae,1
111021,Malenka,11
111021,Zapada,3
111021,Yoraperla,7
111021,Doroneuria,1
111021,Pteronarcys,2
111021,Heteroplectron,1
111021,Parapsyche,1
111021,Lepidostoma,4
111021,Wormaldia,3
111021,Polycentropodidae,1
111021,Rhyacophila,4
111021,Gumaga,9
111021,Calineuria,2
111021,Ceratopogoninae,2
111021,Caudatella,1
111021,Ampumixis,25
111021,Drunella_coloradensis/flavilinea,2
111021,Drunella_pelosa,1
111021,Gomphidae,1
111022,Oligochaeta,1
111022,Trombidiformes,1
111022,Dytiscidae,6
111022,Orthocladiinae,35
111022,Simulium,6
111022,Ameletus,2
111022,Rhyacophila,17
111022,Curculionidae,1
111022,Ceratopogoninae,1
111022,Corydalidae,1
111040,Trombidiformes,1
111040,Blephariceridae,1
111040,Blephariceridae,8
111040,Chironominae,1
111040,Orthocladiinae,16
111040,Deuterophlebia,1
111040,Maruina,3
111040,Simulium,2
111040,Antocha,2
111040,Hexatoma,2
111040,Baetis,122
111040,Drunella_doddsi,48
111040,Serratella,3
111040,Epeorus,56
111040,Rhithrogena,9
111040,Sweltsa,1
111040,Yoraperla,3
111040,Doroneuria,1
111040,Micrasema,1
111040,Hydropsyche,2
111040,Rhyacophila,11
111040,Drunella_spinifera,1
111040,Calineuria,3
111040,Drunella_coloradensis/flavilinea,2
111044,Heterlimnius,1
111044,Chironominae,11
111044,Orthocladiinae,14
111044,Simulium,20
111044,Baetis,1
111044,Yoraperla,1
111113,Trombidiformes,7
111113,Lara,1
111113,Chironominae,3
111113,Orthocladiinae,82
111113,Oreogeton,1
111113,Dicranota,5
111113,Baetis,5
111113,Ironodes,5
111113,Leptophlebiidae,1
111113,Kathroperla,2
111113,Sweltsa,2
111113,Malenka,10
111113,Visoka,2
111113,Zapada,21
111113,Soliperla,2
111113,Yoraperla,37
111113,Pteronarcys,7
111113,Glossosoma,2
111113,Parapsyche,1
111113,Lepidostoma,8
111113,Neophylax,2
111113,Dolophilodes,7
111113,Wormaldia,1
111113,Rhyacophila,20
111113,Hydrobiidae,48
111113,Forcipomyiinae,11
111113,Calineuria,3
111113,Ceratopogoninae,2
111113,Moselia,2
111116,Trombidiformes,2
111116,Heterlimnius,5
111116,Lara,1
111116,Zaitzevia,5
111116,Chironominae,7
111116,Orthocladiinae,16
111116,Tanypodinae,6
111116,Dixa,1
111116,Oreogeton,10
111116,Glutops,1
111116,Simulium,1
111116,Dicranota,2
111116,Hexatoma,8
111116,Baetis,29
111116,Cinygmula,5
111116,Epeorus,1
111116,Ironodes,13
111116,Rhithrogena,12
111116,Leptophlebiidae,15
111116,Ameletus,7
111116,Sialis,1
111116,Kathroperla,10
111116,Sweltsa,2
111116,Malenka,9
111116,Visoka,2
111116,Zapada,18
111116,Soliperla,3
111116,Yoraperla,1
111116,Pteronarcys,2
111116,Heteroplectron,2
111116,Glossosoma,23
111116,Parapsyche,2
111116,Lepidostoma,7
111116,Neophylax,2
111116,Dolophilodes,1
111116,Polycentropodidae,4
111116,Rhyacophila,32
111116,Nematoda,6
111116,Acneus,8
111116,Calineuria,9
111116,Ceratopogoninae,2
111116,Meringodixa,7
111121,Trombidiformes,6
111121,Heterlimnius,25
111121,Chironominae,3
111121,Orthocladiinae,20
111121,Prosimulium,7
111121,Antocha,1
111121,Hexatoma,3
111121,Baetis,30
111121,Cinygmula,35
111121,Epeorus,2
111121,Rhithrogena,3
111121,Sweltsa,1
111121,Zapada,3
111121,Yoraperla,67
111121,Doroneuria,1
111121,Pteronarcys,2
111121,Micrasema,4
111121,Glossosoma,3
111121,Parapsyche,4
111121,Rhyacophila,6
111121,Drunella_spinifera,2
111121,Calineuria,2
111121,Ceratopogoninae,1
111121,Pedomoecus,1
111137,Trombidiformes,3
111137,Heterlimnius,9
111137,Chironominae,50
111137,Orthocladiinae,94
111137,Oreogeton,1
111137,Simulium,4
111137,Antocha,1
111137,Baetis,43
111137,Drunella_doddsi,18
111137,Cinygmula,7
111137,Epeorus,2
111137,Rhithrogena,1
111137,Leptophlebiidae,4
111137,Ameletus,2
111137,Sweltsa,2
111137,Zapada,8
111137,Doroneuria,1
111137,Glossosoma,28
111137,Arctopsyche,1
111137,Wormaldia,6
111137,Rhyacophila,8
111137,Nematoda,1
111137,Acneus,2
111137,Drunella_spinifera,1
111137,Calineuria,2
111137,Corydalidae,1
111138,Trombidiformes,1
111138,Heterlimnius,1
111138,Chironominae,37
111138,Orthocladiinae,63
111138,Simulium,11
111138,Dicranota,4
111138,Hexatoma,1
111138,Baetis,67
111138,Cinygmula,12
111138,Epeorus,9
111138,Ironodes,3
111138,Rhithrogena,6
111138,Leptophlebiidae,2
111138,Gomphidae,1
111138,Paraperla,1
111138,Sweltsa,1
111138,Malenka,7
111138,Zapada,13
111138,Yoraperla,1
111138,Glossosoma,8
111138,Arctopsyche,3
111138,Wormaldia,16
111138,Rhyacophila,12
111138,Calineuria,2
111138,Hesperoperla,7
111138,Ampumixis,7
111138,Corydalidae,2
111138,Moselia,1
111138,Allocosmoecus,1
111140,Trombidiformes,5
111140,Lara,1
111140,Chironominae,24
111140,Diamesinae,3
111140,Orthocladiinae,41
111140,Chelifera/,1
111140,Oreogeton,2
111140,Prosimulium,1
111140,Simulium,1
111140,Dicranota,2
111140,Baetis,12
111140,Drunella_doddsi,28
111140,Serratella,1
111140,Epeorus,32
111140,Rhithrogena,6
111140,Corydalidae,1
111140,Neaviperla,1
111140,Sweltsa,7
111140,Zapada,2
111140,Yoraperla,36
111140,Megarcys,4
111140,Pteronarcys,1
111140,Micrasema,6
111140,Hydropsyche,1
111140,Parapsyche,12
111140,Lepidostoma,1
111140,Ecclisocosmoecus,1
111140,Neophylax,2
111140,Rhyacophila,45
111140,Drunella_spinifera,1
111140,Calineuria,9
111140,Ceratopogoninae,1
111140,Caudatella,1
111140,Ampumixis,2
111140,Drunella_coloradensis/flavilinea,5
111140,Corydalidae,1
111145,Trombidiformes,8
111145,Chironominae,7
111145,Orthocladiinae,35
111145,Antocha,1
111145,Baetis,84
111145,Caudatella,1
111145,Drunella_doddsi,31
111145,Serratella,3
111145,Cinygmula,4
111145,Epeorus,14
111145,Rhithrogena,4
111145,Leptophlebiidae,3
111145,Ameletus,1
111145,Kathroperla,2
111145,Sweltsa,2
111145,Zapada,1
111145,Doroneuria,3
111145,Pteronarcys,1
111145,Micrasema,7
111145,Glossosoma,9
111145,Parapsyche,6
111145,Lepidostoma,4
111145,Apatania,1
111145,Ecclisomyia,1
111145,Neophylax,4
111145,Dolophilodes,1
111145,Rhyacophila,12
111145,Neothremma,1
111145,Drunella_spinifera,3
111145,Calineuria,4
111145,Ampumixis,2
111148,Oligochaeta,3
111148,Trombidiformes,11
111148,Heterlimnius,3
111148,Chironominae,35
111148,Orthocladiinae,48
111148,Tanypodinae,5
111148,Chelifera/,1
111148,Clinocera,3
111148,Simulium,2
111148,Antocha,7
111148,Dicranota,2
111148,Hexatoma,1
111148,Baetis,68
111148,Drunella_doddsi,1
111148,Serratella,12
111148,Cinygmula,4
111148,Epeorus,10
111148,Rhithrogena,3
111148,Capniidae,1
111148,Malenka,2
111148,Visoka,1
111148,Zapada,5
111148,Micrasema,1
111148,Glossosoma,4
111148,Arctopsyche,37
111148,Hydropsyche,7
111148,Neophylax,1
111148,Wormaldia,1
111148,Rhyacophila,7
111148,Calineuria,3
111148,Hesperoperla,2
111148,Acentrella,6
111148,Ampumixis,2
111148,Amiocentrus,1
111149,Trombidiformes,32
111149,Dytiscidae,4
111149,Heterlimnius,23
111149,Lara,1
111149,Optioservus,5
111149,Zaitzevia,6
111149,Chironominae,2
111149,Orthocladiinae,28
111149,Tanypodinae,9
111149,Oreogeton,1
111149,Antocha,2
111149,Dicranota,1
111149,Hexatoma,4
111149,Baetis,44
111149,Drunella_doddsi,7
111149,Epeorus,2
111149,Ameletus,1
111149,Malenka,1
111149,Megarcys,3
111149,Agapetus,22
111149,Glossosoma,3
111149,Arctopsyche,47
111149,Hydropsyche,2
111149,Apatania,1
111149,Neophylax,1
111149,Rhyacophila,37
111149,Nematoda,1
111149,Calineuria,4
111149,Ampumixis,4
111149,Amiocentrus,1
111149,Allocosmoecus,1
113045,Heterlimnius,2
113045,Optioservus,3
113045,Blephariceridae,1
113045,Chironominae,2
113045,Orthocladiinae,7
113045,Simulium,19
113045,Baetis,81
113045,Drunella_doddsi,7
113045,Cinygmula,9
113045,Epeorus,91
113045,Rhithrogena,8
113045,Ameletus,2
113045,Visoka,2
113045,Zapada,1
113045,Doroneuria,1
113045,Megarcys,2
113045,Micrasema,1
113045,Arctopsyche,1
113045,Onocosmoecus,1
113045,Rhyacophila,8
113045,Nematoda,1
113045,Rhabdomastix,1
113045,Blephariceridae,3
113045,Calineuria,2
113045,Caudatella,7
113048,Oligochaeta,1
113048,Trombidiformes,10
113048,Heterlimnius,1
113048,Chironominae,1
113048,Orthocladiinae,31
113048,Antocha,1
113048,Dicranota,1
113048,Baetis,56
113048,Caudatella,1
113048,Drunella_doddsi,47
113048,Serratella,2
113048,Cinygmula,4
113048,Epeorus,59
113048,Ironodes,6
113048,Rhithrogena,22
113048,Leptophlebiidae,1
113048,Ameletus,1
113048,Sweltsa,1
113048,Visoka,2
113048,Zapada,5
113048,Doroneuria,3
113048,Megarcys,10
113048,Pteronarcys,2
113048,Micrasema,1
113048,Parapsyche,3
113048,Lepidostoma,1
113048,Neophylax,1
113048,Rhyacophila,18
113048,Calineuria,1
113048,Ceratopogoninae,1
113048,Drunella_coloradensis/flavilinea,5
113048,Hirudinea,1
113059,Trombidiformes,2
113059,Orthocladiinae,37
113059,Tanypodinae,1
113059,Chelifera/,4
113059,Clinocera,1
113059,Glutops,1
113059,Dicranota,2
113059,Baetis,16
113059,Cinygmula,1
113059,Epeorus,14
113059,Leptophlebiidae,1
113059,Ameletus,1
113059,Malenka,1
113059,Visoka,3
113059,Zapada,38
113059,Soliperla,1
113059,Yoraperla,5
113059,Doroneuria,17
113059,Megarcys,1
113059,Parapsyche,3
113059,Neophylax,4
113059,Rhyacophila,45
113059,Juga,5
113059,Calineuria,1
113100,Trombidiformes,9
113100,Dytiscidae,2
113100,Cleptelmis,1
113100,Lara,1
113100,Optioservus,1
113100,Zaitzevia,9
113100,Chironominae,8
113100,Orthocladiinae,46
113100,Tanypodinae,1
113100,Clinocera,1
113100,Simulium,2
113100,Dicranota,3
113100,Baetis,11
113100,Drunella_doddsi,21
113100,Epeorus,11
113100,Ironodes,1
113100,Rhithrogena,1
113100,Sweltsa,1
113100,Malenka,10
113100,Visoka,4
113100,Zapada,30
113100,Yoraperla,49
113100,Micrasema,3
113100,Glossosoma,25
113100,Hydropsyche,1
113100,Parapsyche,4
113100,Lepidostoma,1
113100,Dolophilodes,3
113100,Wormaldia,9
113100,Rhyacophila,24
113100,Nematoda,1
113100,Acneus,1
113100,Calineuria,1
113100,Hesperoperla,2
113100,Ampumixis,2
113114,Oligochaeta,1
113114,Heterlimnius,10
113114,Lara,2
113114,Optioservus,4
113114,Zaitzevia,10
113114,Chironominae,17
113114,Orthocladiinae,37
113114,Dixa,8
113114,Maruina,2
113114,Pericoma/Telmatoscopus,1
113114,Simulium,6
113114,Antocha,1
113114,Dicranota,9
113114,Baetis,12
113114,Drunella_doddsi,3
113114,Cinygmula,4
113114,Epeorus,1
113114,Ironodes,20
113114,Leptophlebiidae,11
113114,Gomphidae,1
113114,Kathroperla,1
113114,Malenka,1
113114,Zapada,19
113114,Soliperla,6
113114,Yoraperla,5
113114,Micrasema,1
113114,Glossosoma,18
113114,Hydropsyche,15
113114,Neophylax,1
113114,Wormaldia,34
113114,Rhyacophila,18
113114,Juga,2
113114,Calineuria,4
113114,Hesperoperla,11
113114,Moselia,1
113114,Meringodixa,3
113118,Trombidiformes,1
113118,Heterlimnius,1
113118,Chironominae,3
113118,Orthocladiinae,15
113118,Prosimulium,38
113118,Baetis,47
113118,Caudatella,6
113118,Drunella_doddsi,4
113118,Serratella,1
113118,Epeorus,19
113118,Ironodes,2
113118,Rhithrogena,7
113118,Leptophlebiidae,4
113118,Ameletus,1
113118,Capniidae,1
113118,Visoka,2
113118,Zapada,13
113118,Yoraperla,98
113118,Doroneuria,2
113118,Megarcys,1
113118,Micrasema,8
113118,Parapsyche,5
113118,Neophylax,1
113118,Dolophilodes,1
113118,Rhyacophila,9
113118,Rhabdomastix,1
113118,Drunella_spinifera,3
113118,Calineuria,2
113118,Caudatella,2
113118,Drunella_coloradensis/flavilinea,1
113118,Pedomoecus,1
113789,Trombidiformes,26
113789,Heterlimnius,31
113789,Narpus,1
113789,Zaitzevia,3
113789,Chironominae,1
113789,Orthocladiinae,32
113789,Tanypodinae,1
113789,Clinocera,2
113789,Glutops,7
113789,Baetis,4
113789,Epeorus,6
113789,Ameletus,1
113789,Sweltsa,1
113789,Doroneuria,3
113789,Megarcys,5
113789,Micrasema,14
113789,Parapsyche,1
113789,Onocosmoecus,1
113789,Rhyacophila,21
113789,Hydrobiidae,1
113789,Nematoda,1
113789,Hesperoperla,1
113789,Ampumixis,2
114305,Oligochaeta,2
114305,Trombidiformes,3
114305,Heterlimnius,4
114305,Zaitzevia,6
114305,Chironominae,29
114305,Orthocladiinae,89
114305,Chelifera/,2
114305,Pericoma/Telmatoscopus,7
114305,Simulium,4
114305,Antocha,3
114305,Dicranota,1
114305,Baetis,16
114305,Drunella_doddsi,19
114305,Cinygmula,5
114305,Ironodes,2
114305,Leptophlebiidae,3
114305,Zapada,40
114305,Yoraperla,2
114305,Brachycentrus,4
114305,Micrasema,2
114305,Hydropsyche,2
114305,Parapsyche,1
114305,Dolophilodes,2
114305,Rhyacophila,6
114305,Drunella_spinifera,2
114305,Amiocentrus,44
114320,Oligochaeta,1
114320,Trombidiformes,3
114320,Dytiscidae,1
114320,Cleptelmis,1
114320,Narpus,3
114320,Optioservus,4
114320,Chironominae,11
114320,Orthocladiinae,67
114320,Clinocera,1
114320,Simulium,10
114320,Baetis,17
114320,Caudatella,1
114320,Drunella_doddsi,65
114320,Serratella,4
114320,Cinygmula,3
114320,Epeorus,24
114320,Rhithrogena,3
114320,Ameletus,1
114320,Sweltsa,2
114320,Zapada,2
114320,Doroneuria,1
114320,Micrasema,12
114320,Glossosoma,21
114320,Arctopsyche,1
114320,Dicosmoecus,1
114320,Neophylax,1
114320,Rhyacophila,22
114320,Drunella_spinifera,14
114320,Hesperoperla,1
114320,Drunella_coloradensis/flavilinea,2
117774,Trombidiformes,6
117774,Heterlimnius,40
117774,Optioservus,1
117774,Orthocladiinae,1
117774,Capniidae,1
117774,Micrasema,14
117774,Ceratopogoninae,3
119633,Trombidiformes,7
119633,Dytiscidae,1
119633,Chironominae,51
119633,Orthocladiinae,46
119633,Tanypodinae,4
119633,Simulium,9
119633,Hexatoma,1
119633,Baetis,5
119633,Drunella_doddsi,2
119633,Cinygmula,5
119633,Rhithrogena,7
119633,Leptophlebiidae,7
119633,Ameletus,10
119633,Capniidae,2
119633,Sweltsa,27
119633,Zapada,35
119633,Yoraperla,4
119633,Doroneuria,1
119633,Micrasema,1
119633,Rhyacophila,10
119633,Diphetor_hageni,10
119633,Drunella_spinifera,48
119633,Hesperoperla,1
119633,Ceratopogoninae,6
121254,Oligochaeta,1
121254,Trombidiformes,5
121254,Optioservus,61
121254,Zaitzevia,19
121254,Zaitzevia,7
121254,Chironominae,1
121254,Orthocladiinae,12
121254,Simulium,6
121254,Antocha,1
121254,Hexatoma,2
121254,Baetis,7
121254,Cinygmula,3
121254,Epeorus,13
121254,Micrasema,8
121254,Agapetus,4
121254,Glossosoma,10
121254,Hydropsyche,53
121254,Wormaldia,12
121254,Rhyacophila,2
121254,Brachycentrus,56
121254,Hesperoperla,1
121254,Optioservus,14
121254,Dytiscidae,2
121257,Oligochaeta,3
121257,Optioservus,65
121257,Chironominae,1
121257,Orthocladiinae,47
121257,Tanypodinae,1
121257,Antocha,1
121257,Baetis,47
121257,Sweltsa,2
121257,Yoraperla,15
121257,Micrasema,40
121257,Hydropsyche,2
121257,Lepidostoma,1
121257,Rhyacophila,1
121257,Pisidiidae,7
121257,Drunella_spinifera,5
121257,Ceratopogoninae,1
121257,Ampumixis,3
121257,Optioservus,2
121257,Pedomoecus,13
121257,Rhyacophila,1
121257,Cleptelmis,42
121258,Oligochaeta,3
121258,Trombidiformes,5
121258,Chironominae,9
121258,Orthocladiinae,34
121258,Tanypodinae,4
121258,Oreogeton,1
121258,Wiedemannia,2
121258,Prosimulium,8
121258,Simulium,4
121258,Baetis,53
121258,Drunella_doddsi,9
121258,Cinygmula,41
121258,Epeorus,22
121258,Ironodes,1
121258,Rhithrogena,3
121258,Leptophlebiidae,1
121258,Ameletus,2
121258,Capniidae,1
121258,Sweltsa,3
121258,Zapada,40
121258,Yoraperla,1
121258,Pteronarcys,5
121258,Neophylax,5
121258,Rhyacophila,4
121258,Diphetor_hageni,5
121258,Visoka,25
121258,Rhyacophila,5
121258,Rhyacophila,1
121258,Rhyacophila,1
121258,Cleptelmis,2
121259,Oligochaeta,1
121259,Trombidiformes,18
121259,Heterlimnius,18
121259,Chironominae,5
121259,Orthocladiinae,14
121259,Tanypodinae,1
121259,Chelifera/,1
121259,Oreogeton,1
121259,Glutops,4
121259,Prosimulium,4
121259,Dicranota,3
121259,Hexatoma,2
121259,Baetis,26
121259,Drunella_doddsi,2
121259,Cinygmula,52
121259,Epeorus,11
121259,Rhithrogena,14
121259,Leptophlebiidae,3
121259,Ameletus,1
121259,Paraperla,2
121259,Sweltsa,5
121259,Zapada,2
121259,Yoraperla,43
121259,Doroneuria,4
121259,Pteronarcys,2
121259,Micrasema,2
121259,Glossosoma,2
